content,type
"【来谈，先要想清楚几个问题】#美财长来广州要想清楚几个问题# 财政部4月3日发布消息，经中美双方商定，美财政部部长珍妮特·耶伦将于4月4日至9日访华。这是耶伦9个月后再度访华，她也将成为拜登政府任内两次访华的内阁官员。要想不虚此行，美方先要想清楚几个问题。 
来谈，先要想清楚几个问题
 ",军事
"#美称支持巴方建国但别在联合国解决#【美国务院发言人现场精分：支持巴方建国但别在联合国解决】当地时间4月3日，巴勒斯坦常驻联合国代表曼苏尔表示，巴方代表团目前正在推动联合国安理会进行投票，从而使巴勒斯坦成为联合国正式成员。对此，美国国务院发言人米勒对记者表示，“我们支持建立一个独立的巴勒斯坦国。”他同时表示，“这应该通过各方之间的直接谈判来解决，这是我们目前正在寻求的，而不是在联合国解决。”对于美国可能投出否决票，曼苏尔表示：“人人都在说两国解决方案，那么阻止我们成为（联合国正式）会员国的逻辑是什么呢？”（看看新闻全球眼）
看看新闻全球眼的微博视频",军事
"【#克宫称俄与北约已直接对抗#】据路透社4月4日报道，在美国领导的北约成立75周年之际，克里姆林宫4日称，俄罗斯和北约现在处于“直接对抗”状态。
报道称，北约连续不断的东扩浪潮一直令俄罗斯总统普京担忧。两年前，俄罗斯对乌克兰发动特别军事行动，宣称其目的是防止北约向俄罗斯边界靠近。但这场冲突反而刺激了北约，随着芬兰和瑞典的加入，北约再次扩张。
俄罗斯总统新闻秘书德米特里·佩斯科夫4日对记者说：“事实上，关系现在已经下滑到直接对抗的程度。”
佩斯科夫说，北约“已经参与了围绕乌克兰的冲突，并继续朝我们的边界推进，并向我们的边界扩展其军事基础设施”。
报道称，普京曾多次表示，冷战结束后，俄罗斯被西方欺骗，华约解散，但北约东进，接纳了前华约成员国和曾经属于苏联的三个波罗的海国家。
路透社此前报道称，普京在3月18日对西方发出警告说，俄罗斯同美国领导的北约发生直接冲突将意味着地球距离第三次世界大战仅一步之遥，并表示几乎没有人希望看到这样的场景。（参考消息）",军事
"【#乌前总统波罗申科想重返最高职位#】据德新社4月3日报道，乌克兰前总统彼得罗·波罗申科在3日播出的访谈中告诉半岛电视台记者，他希望某个时候重返国家最高职位。
报道称，尽管在战争形势下乌克兰不可能举行选举，但是波罗申科明确表示：一旦能够选举，他准备参选。
不过，波罗申科说，乌克兰必须首先确保战胜俄罗斯，才能举行选举。他说：“这场战争比乌克兰更重要。它关乎世界秩序、自由、民主。我们在此作战并拯救世界。”
波罗申科说，还有一个替代性计划是，一旦乌克兰加入欧盟，他将竞选欧洲议会议员席位。
报道称，根据乌克兰宪法，总统选举应在今年3月31日进行，但是选举已延期。民调显示，乌克兰民众反对在战争形势下举行总统选举。
报道称，虽然现任总统泽连斯基的任期将于5月20日正式到期，但是宪法条款允许他留任，直到继任者就职。（参考消息）",军事
"明朝时军队已大量使用火器，大家知道名为“佛郎机”的速射炮是从哪国传入中国的吗？ 
 
网页链接
 ",军事
"#沙利文骨折与俄空袭乌有关吗#【沙利文失踪10余天后，白宫终于公布新动向，并宣布取消他的中东行】到了4月3日，白宫终于公布了沙利文的情况，表示他因为“意外事故”受伤，肋骨骨折了，需要进行静养。 显然，美国不希望沙利文这次受伤，与俄军空袭扯上关系。或者说沙利文这次骨折，如果真的与俄军空袭有关，美国也要竭力掩盖实情。
毕竟，白宫国安事务助理是美国总统直接任命的高官，不受外交部和国防部管辖。换而言之，沙利文直接向拜登本人负责，提供国防、外交等方面的独立意见，能够直接影响美国的重要决定，权力很大。如此重要的人物，如果因为俄军空袭受伤，势必会引发美俄巨大的外交风波，让两国关系进一步恶化。美国显然不想看到这种情况，因此刻意给沙利文受伤一事降温。 
沙利文失踪10余天后，白宫终于公布新动向，并宣布取消他的中东行",军事
"#美媒炒作夏威夷不受北约保护有何企图#【如果夏威夷“被袭”……】美国媒体近日报道称，在美国50个州中，只有49个州受北约第五条款（集体防御条款）保护，夏威夷被排除在外。如果外国势力向美国印太司令部总部或者位于珍珠港的美国海军基地发动袭击，北约其他成员国没有义务出兵保卫。
美国媒体突然炒作“夏威夷不受北约保护”，有何企图？ 
如果夏威夷“被袭”……",军事
"#台媒关注晚霞中的金色歼20#，“很雄壮威武的感觉！”（看台海） 
新浪军事的微博视频
 ",军事
"#邱国正谈儿子涉黄称自己要挺住#  儿子涉黄，台军一把手称“我要挺住”（小央视频）
新浪军事的微博视频
 ",军事
"如何让子弹变身“火种” #硬核军迷# 
新浪军事的微博视频
 ",军事
"【拉法计划被美国拒绝后，“以色列部长大喊大叫、挥舞双臂”】#拉法计划被美国拒绝后以部长大喊大叫# 以色列部长对美国高官“大喊大叫、挥舞双臂”的画面感有了，尽管当事方并不承认。#“以部长大喊大叫布林肯沙利文保持冷静#4月4日，美国全国广播公司新闻网（NBC NEWS）援引两名美国官员和一名前美国官员报道称，以色列高级官员罗恩·德尔默（Ron Dermer）在讨论加沙问题的会议上大喊大叫，美国国家安全顾问沙利文和国务卿布林肯也在会议现场。
在此之前，以色列提出把拉法地区避难的上百万巴勒斯坦平民撤走，然后安置在帐篷里。美国人提出质疑后，会议气氛变得紧张起来。 
拉法计划被美国拒绝后，“以色列部长大喊大叫、挥舞双臂”",军事
"#花莲前市长批台陆委会拒绝大陆援助#【花莲前市长感谢大陆同胞关心 】 4月3日，台湾花莲海域发生7.3级地震，为2002年以来最强地震。谭主对话花莲前市长魏木村，他表示花莲交通要道因地震断裂坍塌，飞机航班有限，目前花莲已经成为孤岛。对于陆委会拒绝大陆救援的行为，他表示这是民进党意识形态作祟，两岸一家亲，血浓于水。（玉渊谭天）
玉渊谭天的微博视频",军事
"#美财政部部长耶伦抵达广州# 2024年4月4日下午，美财政部部长耶伦抵达广州，财政部副部长廖岷与耶伦握手。（央视） 
玉渊谭天的微博视频
 ",军事
"【#1468名中国籍抗日航空英烈名录首次公布#】据南京抗日航空烈士纪念馆消息，该馆将通过钟山风景区的官方网站陆续公布抗日航空英烈名录。首批公布的是1468名中国籍抗日航空英烈相关信息，后续还将分批公布前苏联、美国籍抗日航空英烈名录。
据了解，此次公布的中国籍抗日航空英烈相关信息包括英烈姓名、籍贯、生卒年月等。此前，依据历年研究工作和烈士亲属反馈，纪念馆已对英烈碑和衣冠冢上部分信息进行了勘误、补充。
纪念馆工作人员表示，希望通过这种方式，一方面加强英烈信息征集工作，方便更多烈士亲属查询信息，并提供更多英烈资料；另一方面希望借助包括烈士亲属在内的社会力量发现错误，予以纠正。
南京抗日航空烈士纪念馆还推出了“烈士亲属联络簿”，包含烈士事迹简介、烈士亲属信息登记以及参访情况记录等内容。作为烈属建档服务的一项内容，“烈士亲属联络簿”将以一人（即一名烈士）一册、一式两份的形式发放，即烈士亲属保留一本、纪念馆保留一本。
南京抗日航空烈士纪念馆位于南京紫金山北麓，是国内首座国际抗日航空烈士纪念馆，首批国家级抗战纪念设施、遗址，馆藏第二次世界大战期间，中、苏、美等国空军和航空战士在中国大地上联合抗击侵华日军的丰富史料，航空烈士公墓英烈碑上镌刻着4296名中外抗日航空先烈的名字。（央视）",军事
"【#马英九又哭了#……】3日是中国国民党前主席马英九率台湾青年到访大陆的第三天，也是马英九一行在广东的最后一天。在南粤大地最后三段参访行程中，马英九率台青们走近“碧血黄花”历史，回看百年黄埔精神，并与中山大学的大陆师生们热情互动交流。#马英九朗读与妻书一度哽咽#马英九参访团今日（3日）行程的第一站来到了黄花岗七十二烈士墓园。马英九本人与黄花岗渊源匪浅。2011年，适逢黄花岗起义100周年，台北市举行春祭典礼，马英九担任主祭，并参加了随后的向先烈致敬献花活动。马英九当时表示，虽然黄花岗起义失败了，但事后孙中山先生给予了极高评价，强调“斯役之价值，直可惊天地泣鬼神，与武昌革命之役并寿”。
马英九当时就在致辞中谈到了从日本回到广州参加黄花岗起义的革命烈士林觉民。十三年后，马英九率台湾青年们亲身来到黄花岗七十二烈士墓园谒陵、献花。他拿出提前准备好的林觉民的《与妻书》，饱含感情地朗诵起来，“吾今以此书与汝永别矣，吾作此书，泪珠与笔墨齐下，不能竟书而欲搁笔。吾至爱汝，即此爱汝一念，使吾勇于就死也。吾自遇汝以来，常愿天下有情人都成眷属；然遍地腥膻，满街狼犬，称心快意，几家能够？……”
深圳卫视直新闻特派记者注意到，马英九在朗读时情绪激动，数度哽咽，被辛亥革命先烈的牺牲奉献精神深深打动。马英九动情地表示，今天来到黄花岗致祭，缅怀这些烈士当年展现为广大人民幸福牺牲，救国家于苦难的精神，感到格外激动。同时他看到，大陆将黄花岗维护得很好，甚至变成一座纪念公园，让一般民众可以来运动，一方面追思，一方面也让这些历史与生活紧紧地结合在一起。马英九期盼“黄花岗精神”能够不断传承，让后代子孙、两岸的中国人，都能永远记得这些先圣先贤为我们所作的牺牲与奉献。（直新闻） 
新浪军事的微博视频",军事
